Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
76,MMM,-1.4267,-1.1292,1.5208,1.1772,-0.50543,0.75781,0.85902,-0.37034,-0.49721,-0.6982,0.90229,0.99737,-2.27,-0.33449,0.82339,-0.47627,0.46865,-0.384,2.6003,0.16104,2.0818,0.98127,1.0772,-0.62635,-0.50124,2.1653,1.2663,-0.40201,0.20229,-0.89571,-0.25257,-0.25252,-0.22971,-0.068586,0.56131,0.45829
76,AXP,0.065455,-2.3048,1.933,0.29939,-1.7651,0.03779,-1.7094,0.10384,-0.73921,-0.87061,-0.28343,-0.84107,-0.065062,0.30757,0.53049,0.84352,-1.4472,-0.69243,-0.88195,1.0751,1.7415,-0.5692,-2.3697,1.5329,-0.16401,-0.79831,1.1116,-2.1558,0.88244,0.36851,-1.6576,-0.49218,0.12726,0.35517,-0.81734,0.40996
76,AAPL,-0.24497,0.56134,-1.2378,-1.7867,0.18594,0.90539,-0.74788,-0.13447,0.3251,1.0994,-1.6885,-0.23506,-0.482,0.52319,1.9837,0.94639,0.15947,-1.777,0.23384,-1.2855,-0.64836,0.49982,0.068181,0.023542,-1.4621,1.3046,-0.89864,0.80248,0.15316,-0.70379,-0.58609,-0.27377,0.43205,-0.86984,0.54286,0.71638
76,BA,0.9774,1.3242,0.45389,-1.3318,0.15287,-0.16326,-0.38329,0.18063,-0.039634,-0.44883,-0.83829,0.0077839,0.6845,0.67641,0.17356,0.23233,-0.21421,-0.81479,1.9718,0.35888,-0.032246,1.9049,-1.2896,-0.11786,0.32599,0.60454,0.48287,-1.2975,0.2805,0.86939,0.39666,-0.33614,1.4543,-0.45695,-0.84988,-1.6199
76,CAT,-0.30911,1.2322,0.16094,0.41623,0.82722,-0.25613,-0.69295,-0.97937,0.67636,0.96827,-0.47652,0.14131,0.17252,0.23627,-1.3474,-0.0984,0.40762,-0.8742,0.179,-0.3578,0.78938,-0.16147,0.5547,0.85743,-1.4544,0.52282,0.49549,-1.6631,0.39546,-0.95926,-0.23793,0.28769,0.48928,-0.81827,-1.6735,0.57385
76,CVX,-1.3983,0.43412,-0.89208,0.97085,2.2861,-0.17031,-0.71703,1.8101,-0.29215,0.4117,0.094843,0.61516,-0.68712,0.71658,0.71483,-0.11653,-0.53401,-0.91823,0.029341,0.11269,0.80468,-1.2519,-2.4694,-0.52687,-1.5494,0.74616,-1.184,-0.8214,1.1841,-0.90764,-0.51266,-0.38289,1.8939,-0.40932,0.41357,-1.9084
76,CSCO,-0.12819,0.6082,-0.11941,-0.07433,0.69254,1.0944,1.0305,0.098996,0.99056,0.58709,-1.7781,-2.5278,0.051061,-0.39366,2.2973,-0.27269,-0.93158,-0.20671,-0.1621,-0.46914,0.70965,-0.33264,-1.5574,-1.1161,-0.12907,1.1837,1.5834,-0.49771,-0.33933,-0.18288,1.1887,1.5084,0.028227,0.52565,-0.079594,-1.5362
76,DD,-0.51941,0.089484,0.77076,-0.79748,1.2917,2.0224,0.23801,-0.7699,0.1056,-1.2483,0.050197,0.35784,-1.1197,0.017542,1.88,-2.0136,0.79143,2.3554,-0.41103,0.1598,0.17083,0.38689,0.69978,0.3712,-0.36853,0.85216,-0.4959,-0.47221,0.17096,0.7012,-0.75431,0.14225,-1.2456,1.5186,0.59034,0.94254
76,KO,0.31637,-0.38668,0.26326,-0.93958,-0.65159,0.32819,-0.045835,0.85772,0.17366,0.43362,1.4107,1.5746,0.46089,0.13548,1.9619,0.91568,0.25513,-1.0834,0.18514,-0.98264,0.63338,0.19121,-0.33358,-1.185,-0.047693,0.40175,0.29612,-0.43746,-0.47416,-1.0767,-1.2854,0.18674,0.67808,0.87684,-0.32453,-1.3097
76,DIS,-0.74163,-1.0218,-0.67307,0.46428,-0.22808,-0.46033,0.052319,-0.7582,0.97756,0.0593,-0.10252,0.28488,0.12097,-0.8316,-0.20782,-0.93065,-1.2614,-0.46375,0.035007,-0.38065,0.82239,0.14176,0.75122,-0.90753,-1.6641,1.0564,0.99225,-0.36188,-1.6896,-0.57263,-0.52665,0.77415,-0.69225,-1.6379,0.27368,0.37048
