Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
34,MMM,-0.24915,-0.19759,-0.60561,-2.6289,-0.91681,-0.64628,1.5289,-1.2037,1.8273,0.13485,1.3137,-1.9082,-0.55065,0.25325,-0.04797,0.36213,-0.20843,-1.2406,1.0994,1.3896,-0.9019,-0.086432,-0.048364,0.21292,0.75498,-1.3405,-0.54992,-1.2593,0.2098,-1.4668,-0.05261,0.70034,-1.3823,1.0849,0.074006,-1.4142
34,AXP,0.61472,3.0005,0.50445,0.94798,-1.0047,-0.016886,-1.4758,-0.68592,-0.46176,-1.1335,1.3041,0.82459,-0.83761,1.4127,-0.12539,-1.3947,1.1999,-0.52532,0.3632,0.70426,0.20652,0.24586,0.016757,0.64064,-0.003061,1.3099,-0.45296,-0.4045,-0.16317,1.4792,-0.016516,-1.0074,-0.32168,-0.32957,-0.1343,-1.2698
34,AAPL,1.2428,1.0808,-0.85853,0.9194,1.1492,1.6552,0.14188,0.61435,0.99589,0.68774,-1.5564,1.7738,0.29131,0.42825,0.79125,1.1089,1.2803,1.4875,-0.46458,0.16807,1.1401,-1.1322,0.12835,0.13465,-0.36143,-0.343,-0.46016,-0.87901,1.3606,-0.6561,0.10266,-0.22813,0.10966,-0.99957,1.0669,1.0353
34,BA,-1.0033,0.53146,-0.072,-1.8067,0.045215,-0.87099,1.6993,-0.10571,-0.28639,1.1811,0.024946,-0.5833,-2.0203,0.31025,-1.4286,0.82648,0.74964,-0.31567,0.008507,-0.51151,0.61307,-0.68601,0.0098264,1.3065,-0.50736,-0.44697,1.4761,-0.23879,-0.75976,0.52466,-2.2218,0.22823,-1.466,0.65582,-1.9098,-1.3957
34,CAT,-1.1659,0.87644,0.37949,1.3805,0.52675,1.3836,-0.90768,0.037611,0.10646,-0.77764,-1.0284,2.0874,0.33237,1.0145,-1.778,-1.4035,-1.4734,-2.5196,0.56826,-0.60841,-0.69479,0.73512,-0.76241,-0.31811,0.62017,0.72984,0.56068,-0.043369,-0.72044,-1.938,-0.22262,1.0286,0.94222,0.915,0.52107,0.49431
34,CVX,-0.48217,-1.2293,0.93889,0.014589,-0.54888,-0.40223,0.048029,-0.70498,-1.3254,-0.090914,-0.66061,0.85056,0.026627,-0.34022,0.89672,0.68683,-1.5156,-0.63766,1.2692,-1.2822,-0.89832,0.39862,0.8771,1.3467,-2.117,-0.10917,2.0917,0.85042,0.1886,1.042,-1.1676,-1.5689,-0.81563,-2.2855,0.41452,-1.3251
34,CSCO,-0.39176,-1.0364,-0.98013,0.55141,-1.232,1.47,0.28397,0.45101,-2.1925,-0.79183,0.30058,-0.17853,-0.37672,0.31339,-0.64665,-0.25424,2.6045,0.79915,-0.60476,-0.1938,-0.070681,0.79398,1.7586,-0.43993,-0.27378,-0.57857,-0.67351,1.9608,-1.6989,-1.7865,-1.5898,-0.41891,1.7282,1.0912,-1.0126,-0.16043
34,DD,0.64072,-2.1534,2.1716,1.72,-0.068404,-1.2632,0.78044,-0.18996,0.049491,-0.24802,0.13881,-3.3772,0.45986,1.1526,0.78702,-0.19933,0.11517,-1.1881,-0.8152,0.98648,0.019744,-0.34135,0.70061,0.1432,-0.90997,0.8266,-0.1136,-0.37146,0.26139,-0.78098,-1.5171,0.73734,-0.29364,-0.36234,-0.30463,-0.33825
34,KO,-1.6205,-0.8487,-0.69297,0.69421,0.561,0.14905,0.069067,0.53506,0.86129,-0.22964,1.7225,0.1205,-1.1112,-0.14615,0.97703,-1.2702,0.84991,-0.90519,0.79483,0.63057,0.45754,-0.13805,2.148,-1.073,0.59214,0.79495,-0.99339,1.1153,-0.45157,0.62409,1.1893,-1.7257,-1.1151,0.065154,0.81706,-0.86704
34,DIS,-0.58129,0.51051,2.3784,-0.93483,-0.8552,-0.85761,-0.32441,0.74069,0.085053,1.0543,-2.7044,-0.050209,-1.2756,-0.53901,0.62764,1.3532,0.58478,-0.84102,-0.97631,-0.46056,-0.82689,0.48811,-0.79648,0.81814,0.048715,1.0471,-0.43952,-0.77156,0.031869,-0.48787,0.23562,-1.4039,1.6205,0.1113,-0.41404,0.13105
