Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
13,MMM,0.3947,1.2519,-1.3324,0.4719,-0.88062,0.74779,1.0924,0.41513,0.97123,-1.4681,0.85602,-1.1745,-0.01433,1.0928,-0.61662,-0.63456,0.84057,-1.7789,0.3401,0.98281,0.54134,-0.77332,1.5531,-0.065512,-0.80149,0.41022,-2.1013,-0.53457,-1.6771,0.33081,-1.0659,-0.92868,-0.78678,1.7019,1.3019,-0.065065
13,AXP,-0.68822,-0.37717,-0.030946,0.74344,-0.14489,0.78232,0.0066682,1.2366,0.56222,0.35108,-1.7101,1.8618,-1.055,-0.03815,-1.1965,0.71387,-0.24907,1.5198,-0.99633,0.31169,1.5884,0.28661,1.434,0.51704,-1.7635,-0.88266,1.2856,-0.10459,-0.76797,-0.81718,-0.36444,0.38947,-0.85483,-0.66506,-2.0714,1.3322
13,AAPL,-1.0066,-1.0335,-0.53347,-0.29679,0.98334,0.89198,-2.5687,-0.81925,0.76698,-0.51345,-1.953,-2.3035,-0.85083,0.027739,1.4044,-2.7831,1.1595,0.61399,-0.40871,-1.2839,-1.2953,-0.63763,2.0772,1.4156,-0.13724,-0.051644,0.553,0.18983,-1.1057,-0.51681,-0.62598,0.053967,-0.24075,-1.4034,1.2927,-1.5115
13,BA,0.95567,-0.94006,0.13313,-0.78717,-0.73836,-1.6148,0.3535,2.0112,-0.85688,1.1648,-0.15852,-1.6246,-1.0631,0.39105,0.6195,-0.66472,1.7186,0.085491,-1.2387,-0.63841,1.4118,0.58082,-1.7893,0.2246,-0.37028,-0.58399,0.040507,-2.5538,1.4034,-0.56921,0.48259,0.47193,1.2065,-0.36679,-1.549,0.97162
13,CAT,-0.76904,1.0293,-0.34604,-0.68908,0.06163,0.49133,0.51723,-0.92818,0.82952,-1.4868,0.81178,0.17211,1.9386,0.19353,1.1784,1.3278,0.34034,0.70148,-0.71025,0.057241,-0.0025487,0.22911,-0.23178,1.5767,0.93752,-0.63835,-0.95568,-0.69837,0.14533,-0.72054,0.37113,-2.324,-0.31304,-1.3898,0.69673,0.9142
13,CVX,1.7733,-1.3083,-1.2326,-0.93627,-0.61529,-1.139,0.81492,1.9766,-1.3531,-0.49125,-1.6889,0.59229,-0.20759,-0.61679,1.0433,1.2812,1.0419,1.6792,1.4466,-0.17016,0.91126,0.85166,0.86948,0.019336,1.5177,1.1985,1.0603,-0.51417,1.2412,-1.1181,-0.29388,-0.16733,0.16308,0.80963,-0.94518,-0.072764
13,CSCO,0.92227,0.38851,0.12611,0.56209,0.01132,-0.029092,0.74206,-0.15819,-0.3571,-0.33333,-0.14107,-0.033379,0.44698,1.2904,0.98106,-0.34365,-0.43819,0.070239,-0.36037,0.54186,1.1051,-1.3026,-1.2491,1.2759,-0.73001,0.013686,-1.7563,1.1955,-0.49617,2.3998,1.3751,-1.1323,0.79577,-0.78556,-1.2404,1.162
13,DD,0.97872,8.5517e-05,-0.15254,-0.41451,-1.9916,1.3122,0.84279,-0.67857,-1.189,-0.5455,-0.56751,-1.0443,-1.3687,1.4707,0.59648,-0.32132,-0.22113,-0.26841,0.27629,0.81692,-1.4619,0.0073802,1.2559,2.0722,-0.1835,1.565,0.33447,-1.3113,1.4731,1.0473,0.16284,1.8103,-0.57124,-0.050644,-1.648,-1.462
13,KO,2.1161,0.046718,-0.21011,0.82549,0.1283,-1.1566,0.43322,0.34112,2.4108,-1.6365,-0.08255,-0.663,-0.67465,0.93437,1.1829,-0.76403,0.24732,-0.010005,1.7682,1.011,1.7429,1.5258,-0.65795,1.6096,-1.1073,-0.33505,0.2618,0.94508,0.1483,0.65906,-0.9499,-0.30522,2.2794,-1.5602,-1.1407,1.5499
13,DIS,0.28126,-0.94252,-0.67644,0.6403,1.7614,0.97484,1.6562,0.57718,0.56334,-0.095423,0.092332,-0.18306,2.1508,-1.6247,0.5841,1.0674,0.40645,-0.84636,1.0435,-0.10628,-0.8687,-1.1704,-1.3898,-0.8777,-1.3584,0.34154,-0.46207,-0.28534,-1.429,-1.5207,0.46531,-1.3472,0.072485,1.5296,-0.3194,0.3723
