Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
108,MMM,-0.14256,0.20763,-0.31137,0.15283,-0.53237,0.19955,-1.5196,0.76833,0.021704,-2.9303,0.58129,0.21479,0.67895,-0.41332,-1.2765,0.41014,-0.16426,-0.0088663,-1.7461,0.31679,-2.5147,0.55214,-0.23272,1.3022,0.94796,-0.23332,-1.9524,1.395,0.32272,0.030511,0.048318,0.40364,-0.88342,0.15984,2.425,0.46226
108,AXP,-0.61311,-0.07072,1.1281,0.40116,0.083886,1.1693,-1.3031,-0.47428,-0.97927,-0.92737,-0.072259,-0.33091,-0.27365,0.8007,-0.19795,-1.9558,1.2405,0.56045,1.3429,-0.90777,-1.8205,-1.5765,0.65485,1.1423,-0.59678,1.2315,-0.55166,0.67789,1.0374,-0.3303,1.2322,1.429,-1.917,-0.76397,-1.8049,0.52207
108,AAPL,-1.9659,0.3231,-0.80757,2.2076,-0.24626,-0.021888,1.688,-0.19471,0.034501,0.31902,-1.1265,0.58354,0.014546,0.85344,0.22931,1.7203,-0.62817,0.054969,0.40943,0.13897,-0.92782,2.4623,0.28513,0.31845,1.8252,0.83049,0.65507,1.2699,-0.1946,-0.37293,-0.094648,0.035194,0.64305,1.1698,0.60322,-0.16604
108,BA,1.2582,-0.859,-0.91514,0.26554,0.86368,-1.0558,-0.52223,1.86,0.00613,1.2939,-1.0123,0.47869,-0.95044,0.022593,1.985,0.1703,0.55274,0.52446,-0.83418,-1.5353,-0.17862,1.0344,0.15021,0.23594,0.59957,1.8145,1.1692,1.0268,0.96998,1.0156,0.20872,0.69752,-1.3495,-0.88138,-2.1063,0.04746
108,CAT,-1.2427,0.41303,1.1177,-0.86632,-0.23362,-0.058434,1.8775,2.1337,0.1274,-1.3417,1.13,-1.314,-0.64191,2.2887,-0.094961,-2.4641,-0.34685,-1.0671,0.60654,-0.71525,-0.48925,-0.41916,0.27929,0.64267,-0.31963,-0.14981,0.7619,-0.152,-0.93,-1.7884,-0.1565,0.26333,-0.040028,0.86696,0.99568,-0.80569
108,CVX,-0.6815,1.1049,2.4232,-0.92653,1.0891,-1.3175,-2.1175,0.20492,-0.096806,-0.42151,-1.259,0.59424,-0.0072337,-0.26891,1.7494,-1.996,0.093945,-1.7525,-0.13479,-0.032333,-1.1132,-0.4612,0.8567,-2.4725,-1.2481,0.49815,-0.44752,1.3358,0.62835,-1.46,0.2352,-1.2828,-0.34899,-0.62459,0.64262,-1.1478
108,CSCO,0.91799,0.11723,-1.668,-0.96743,-0.1735,0.068852,0.42607,-0.52436,-1.9797,-1.0411,-0.45332,1.9455,-0.28743,-0.78083,-1.0984,0.31179,-0.063967,2.4946,-0.53007,1.1556,-0.23399,0.21055,2.0369,-0.52812,0.33678,2.0534,-1.4053,-0.22114,2.2787,-0.78372,-2.1348,-2.5457,0.73541,-1.7876,0.24922,0.31921
108,DD,1.4729,1.1568,0.393,0.91455,0.099949,0.057177,0.61281,-1.3079,-1.6753,-0.54371,-0.0079872,-0.47821,-0.023981,1.2433,-1.7791,0.34286,0.24446,1.7962,-0.87947,-1.7056,-0.29043,-0.88662,1.9837,-1.3397,-0.47357,-0.43181,-0.89787,-1.636,0.66746,-0.088803,-2.22,-0.51172,-0.43511,1.8703,1.9351,0.51336
108,KO,-0.40835,0.26967,-1.8619,0.55493,0.055556,0.23072,-0.71908,1.0172,-0.1919,0.6652,-0.13262,-0.18855,-0.52814,0.029064,-0.2884,1.6026,-0.014859,1.1031,2.9265,0.6449,0.619,-0.80214,-1.7886,0.60254,1.2712,0.36602,1.5171,0.82723,0.14811,-0.96425,0.10663,0.96838,-0.11423,-0.54915,0.86234,0.43347
108,DIS,-0.84021,-1.2106,-1.2575,1.1224,0.60608,0.26834,-0.048741,-1.9804,0.67646,-0.85854,-0.56657,-0.63708,-0.70733,-2.6373,-0.22242,-0.50717,0.28188,-0.55709,0.63913,-1.2375,-0.29235,0.092944,0.78621,0.25121,2.0004,0.76235,-0.58767,0.061776,0.012442,1.0577,-0.18249,-0.25206,0.45667,-0.86102,1.4541,-0.24116
