Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
21,MMM,1.6084,-0.37523,0.52106,1.3394,0.98785,-0.50144,0.3477,-0.3624,-1.8703,-0.3773,1.5638,0.92858,-0.71762,0.20998,0.021997,0.41549,-1.7611,-0.040507,0.22723,-1.1351,-0.42194,-0.033568,0.51866,0.88915,-1.0226,1.2415,0.54189,0.8586,0.021964,-0.89103,-0.83699,-1.2127,1.0094,-0.20949,-0.0065172,-0.23002
21,AXP,0.18096,-0.29023,0.93808,0.92143,0.085696,-0.11082,-1.0486,1.2463,0.77335,-0.97326,-1.2802,1.4872,-1.1411,-0.13603,0.28515,0.56303,0.65613,-0.68033,0.060338,0.062117,-0.1668,-0.79117,-2.0797,-1.9982,-1.5666,1.6135,0.42411,-0.36775,2.1266,1.4085,-0.43031,0.54999,-1.176,-1.299,-1.562,0.96143
21,AAPL,0.035624,0.27165,-0.02606,-1.1198,1.639,-0.26957,-1.6954,-0.39215,0.27787,0.42656,-1.0104,-0.35217,-1.2509,-2.1381,-0.67979,0.096182,-1.1553,0.8245,0.97845,1.3241,0.36688,-0.81859,-1.9305,-0.6121,-0.37328,1.4596,0.43857,1.1555,1.1078,-0.81385,-1.5474,0.41687,-0.64661,0.3641,-0.1961,-0.22522
21,BA,-0.83276,-0.78804,-0.91857,1.9858,-0.77467,0.83516,1.001,0.46127,-0.22543,0.11883,0.73234,0.22256,1.5641,1.2013,-0.73467,0.62735,1.2446,-1.0788,-0.23627,-0.45313,1.5961,0.093544,0.42521,-0.16203,-0.56602,-0.78419,-0.45336,-0.79819,0.55372,1.2142,0.20301,-1.0456,-0.12435,0.88376,-1.0395,0.026524
21,CAT,-1.0792,0.79425,-0.25882,1.5134,1.6054,-0.76314,-0.95808,-1.5002,0.88193,0.40187,-0.70345,0.073145,1.2505,0.57385,1.6846,-1.0688,1.2968,1.7119,-1.7728,-0.038887,-0.0099651,-1.6149,-1.3733,0.71133,-0.023331,0.58777,-0.52912,-0.00018403,0.53873,-1.0539,-0.99175,-0.13342,-0.18173,-0.4565,-0.56727,-0.37778
21,CVX,-1.3,-1.0104,-0.18873,-0.97076,-1.0801,-0.54978,0.10222,0.97167,-0.90922,-1.2869,1.5545,0.1858,1.45,0.092893,1.0193,-0.29725,-1.9357,0.22732,-0.14356,-1.2422,1.2514,-0.11818,-0.42424,-1.1555,0.56256,0.79115,0.13474,2.0756,0.11233,-1.6795,0.95688,1.0292,0.062106,-0.011907,-0.82621,0.82942
21,CSCO,-0.90272,2.0767,0.91795,1.3834,2.2758,1.5937,-1.0435,1.4007,-0.095844,1.8389,0.31787,0.04373,0.33287,-0.28471,0.96142,1.0771,0.44953,1.0471,-1.4622,0.14612,0.037725,-1.1715,-2.4462,0.29963,0.64285,-2.2753,-0.89526,-0.76745,-2.1114,-1.3176,0.40248,-0.44095,-0.11942,0.39217,-0.88833,2.3314
21,DD,-2.8677,-1.6917,-0.93912,-0.65787,-0.50813,-0.25623,-0.11215,-0.45641,0.39074,-0.17485,0.62121,1.7046,0.92124,-2.1382,0.48433,-1.1919,1.4562,0.43073,0.02016,1.1146,-1.3168,-2.7556,0.1459,-0.20083,-1.2397,0.21434,-0.91047,-0.69886,-1.1595,-0.23847,-0.84017,-0.23057,-1.1705,0.96667,-0.89202,-0.73879
21,KO,-0.2028,0.3945,0.96829,0.96555,-0.14438,-0.14588,0.48753,0.8216,-0.72715,0.12209,0.89747,-0.96455,-1.0787,0.020445,-0.014556,0.67198,0.6051,-2.7031,-0.13372,1.5692,0.52405,0.0011462,-0.085102,-0.55302,0.48397,-0.18662,-0.46583,-1.0571,1.6136,-0.47655,-1.0541,-0.49814,-2.322,0.070535,0.40632,0.087856
21,DIS,-0.37697,-0.45059,-0.11549,-0.5907,0.71262,-0.089031,-0.63129,0.41495,-0.64264,1.5022,0.21254,0.71061,-0.71783,0.48234,-0.50267,-1.5822,0.1067,0.70704,1.3065,-1.8512,-0.85405,2.0408,-0.5493,-0.58637,1.1861,0.74963,0.44962,0.38262,-0.31727,0.8554,-0.52169,0.93588,1.85,-0.083456,-0.95387,-0.586
21,XOM,-0.2768,1.6426,0.95799,0.73901,-1.2226,-0.28859,-0.71897,-0.78012,0.14706,0.93285,0.11198,-0.22445,0.93044,-0.05347,0.49244,-0.54003,-0.26294,0.14758,0.21545,-0.72521,0.032896,-0.082447,1.138,-0.3936,-0.27011,-0.0016986,1.7447,-0.088904,-0.9183,-0.66196,0.23887,0.87365,0.053748,0.29375,-1.1069,-1.3481
21,GE,-0.87327,1.1507,2.413,-1.6369,0.047956,-0.43404,0.42246,-0.65281,-1.6406,-1.108,2.086,-1.1333,-0.77152,0.60578,1.007,0.18623,-1.0764,0.24818,2.0399,-1.1343,-1.777,0.27392,0.26521,0.48574,1.3641,-0.42639,1.6049,-1.2038,-0.18119,1.7607,-0.015245,-1.1653,0.42756,1.7729,-1.2823,-0.2453
21,GS,-1.8289,-0.17284,-0.038513,-1.5528,0.66881,-2.6433,0.4441,0.56652,1.1889,0.34566,-0.96116,0.26615,0.91194,-1.0525,-0.39592,0.98833,0.77178,-1.2155,-0.13009,-1.9368,2.2818,0.32242,-0.99219,0.015372,-0.6286,1.4587,-0.50845,0.0025646,1.1117,-0.70209,1.613,-1.2686,1.5613,-1.0035,-0.082758,-0.046653
21,HD,-0.43663,-0.27722,0.83,0.53631,0.18608,-0.46794,-1.8646,-1.2538,0.43934,1.8866,0.74104,2.4675,-1.3858,-1.1789,1.7568,-0.67715,-1.0237,1.1999,0.0036545,0.10639,-0.47285,0.27562,0.40888,0.96039,-0.99104,-1.0625,-0.23364,-1.7712,-0.10328,0.33335,2.4476,-0.061774,0.014416,1.8906,-1.169,-0.10823
21,IBM,0.81625,-2.3888,-1.6829,-1.0403,-4.1011,1.983,0.89825,0.30762,1.3545,0.86148,-0.026997,-1.6858,-1.4922,-0.51568,-0.54711,-0.22828,-1.0741,-1.6268,-0.12466,2.0034,0.15859,1.959,-0.74045,0.69028,-0.54765,-0.020451,0.9105,-0.86824,-1.6736,1.2458,0.1542,-1.0924,0.65697,1.3138,1.318,-1.0942
