Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
10,MMM,-0.26987,-0.35675,-2.094,-0.059989,-0.28743,0.72981,-0.2016,-0.57776,0.067844,-0.52376,0.20699,0.28305,-0.32841,-0.88139,0.26026,0.95137,-1.252,1.1581,0.20955,-0.16111,1.8163,-0.29134,-0.32268,0.29664,2.4984,-0.9382,0.96095,1.1296,0.48375,0.29217,-0.079636,-2.3514,1.2445,0.43056,-1.4207,-1.0609
10,AXP,-0.27785,0.40687,-0.71122,-1.4278,-1.2181,0.06652,-0.23993,-0.32184,-0.40238,1.2025,0.026586,0.77428,-0.97231,-0.88277,-0.56448,-0.067864,-0.064978,-1.7488,0.62802,1.0595,-0.54383,0.89055,0.94696,0.35031,0.082168,0.15773,-0.46293,0.16115,0.26436,-0.9254,-0.98717,-0.12026,-0.8542,0.00097756,-1.0287,-0.75949
10,AAPL,0.2977,-0.24534,-0.89836,1.3831,1.2629,0.83065,-0.18521,-0.90885,-2.5973,0.2786,0.43918,-0.73121,-0.72623,-2.7521,-2.2942,0.16363,-0.59623,-0.58807,0.1652,-0.046587,1.0753,1.3092,-1.3119,-0.45109,-0.40495,-0.35664,1.291,0.14514,0.25724,0.37646,1.3688,0.17465,0.10129,0.56425,0.42729,0.20944
10,BA,0.55927,-0.66522,-1.1468,0.62459,1.5179,-0.086034,-0.96276,0.78533,1.0638,-1.3849,0.14246,-0.52307,-0.25024,0.64224,0.6491,0.20023,1.2919,-1.4121,-1.0324,-0.017661,0.57025,2.4783,-1.175,-2.2248,2.8953,0.38328,-0.82543,0.58744,-0.72001,1.8004,-0.18164,-1.0051,-1.2068,0.50311,1.7048,-0.38213
10,CAT,-0.27666,0.56667,1.6899,1.1804,0.9307,-1.4733,-1.4547,2.0314,1.4171,0.20485,0.8336,0.80003,-1.7898,1.8772,1.0049,-1.4702,0.19114,0.36612,-1.5701,-0.35336,-0.32474,-0.3998,0.17488,1.6941,0.44232,0.50562,0.19797,1.6923,1.2664,0.74668,-1.3618,0.20483,-1.3939,0.64761,1.2678,0.18488
10,CVX,-0.1319,-0.65546,1.0995,0.15931,-0.62831,0.36729,0.10779,-0.51367,-0.27087,0.38488,0.95122,-0.73425,0.41125,0.24058,-0.5027,-1.6919,1.3114,-1.0301,1.791,-0.53834,-0.16689,0.45872,0.81041,0.92795,-0.16513,0.58256,1.5588,-1.2809,-0.89788,1.008,-1.0582,-0.66055,1.7562,-1.057,-0.79652,-0.20526
10,CSCO,-0.40437,1.2034,-1.4317,0.19388,0.25198,0.254,0.47883,-0.6582,0.20852,1.7463,-1.5867,-1.4519,-0.93839,-1.6369,0.063785,1.0404,-0.88697,0.84804,-0.63296,-0.022201,-0.58697,-0.20239,0.47066,-0.0014645,0.51433,-0.29865,-0.15975,-0.51815,-0.45241,0.59976,0.29159,0.34576,0.22747,0.18229,1.846,1.4013
10,DD,-1.7484,1.551,0.043986,0.14314,-0.088819,0.63675,-0.28878,0.48311,0.047851,-0.071443,-1.2761,0.20397,-0.47278,-0.39697,-0.33107,-0.78697,-0.53633,0.87829,1.1358,0.87676,-0.8405,-0.39488,-1.3871,-1.3009,-1.0703,0.54165,-0.20886,0.037201,0.48639,-0.60327,-0.90633,2.3908,0.080193,0.15908,-0.68559,-1.2494
10,KO,1.015,0.59028,-0.25854,1.9884,-1.0336,-0.69828,0.11247,0.14702,0.65153,1.4062,1.3872,-0.29919,-0.71265,1.4646,-0.7264,0.2475,-1.1456,-1.4448,0.16516,-1.9281,-0.66608,0.10732,0.092835,-0.87277,0.1346,-0.89963,1.9796,-0.52107,-1.1913,-2.3198,0.79348,1.009,1.9067,-0.86,-0.14908,-0.25678
10,DIS,1.3255,-0.42314,-0.43415,0.93868,-0.54491,-0.35544,1.4236,-0.52767,1.5447,-0.99096,-1.0236,-0.12241,0.8026,-0.348,0.67389,0.43348,-0.28452,0.74183,-0.59659,1.2115,1.4101,-1.2131,1.2684,0.17081,-1.2182,-0.77277,-0.97121,-0.52357,0.19405,-0.37495,-1.0843,-0.10771,-0.14808,0.82569,1.3293,-1.068
