Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
32,MMM,1.421,-1.8771,-0.54175,0.075448,-0.37441,0.26697,0.43371,0.29624,0.37295,-0.65138,-0.6649,0.6847,-1.4025,0.032827,-0.38249,-1.2881,-1.348,0.12753,-0.55325,0.62584,-1.3904,1.9045,0.6213,0.80609,-1.1918,-0.57239,1.7888,0.57124,0.69428,-0.44591,-0.05469,0.72551,-0.15122,0.80719,-0.18119,-0.59757
32,AXP,-0.28584,0.3232,-2.9884,-0.60825,0.89331,0.31735,-0.97911,0.97825,-0.67512,-1.359,2.3595,0.28184,1.5954,0.34968,-1.3815,-0.77058,-0.42435,0.63728,-0.070521,-0.81983,-0.15095,1.1291,-0.73253,-1.482,0.035393,-0.86963,0.65454,-1.0313,1.8929,0.55213,-1.0246,1.1906,-0.14793,-1.7118,-0.49234,0.85366
32,AAPL,-1.323,-0.036003,-1.0872,-0.1252,0.065669,-0.048556,0.27212,-0.26225,0.29174,0.032421,0.087668,0.11579,-0.67504,-1.7636,-2.3618,0.24172,0.1601,-2.0401,-0.54488,-0.045711,0.72736,-0.45138,-0.28255,0.52109,1.1492,0.15751,0.0010585,-0.6231,-0.36932,1.843,-1.3229,0.69645,0.87104,1.1668,-0.48964,1.8757
32,BA,0.93189,-0.94504,0.67307,-1.7391,-0.55319,0.030136,-0.36146,0.99185,-0.45178,0.025624,0.68504,-0.49597,-0.096277,1.0534,0.39073,-0.8198,1.1696,0.84096,-1.1017,0.45933,0.95084,0.4689,0.51773,-0.075001,-0.072112,1.1295,0.098567,1.4952,-1.4173,0.86606,-0.75906,-0.019522,0.12431,0.77753,0.5945,-0.72374
32,CAT,-0.54071,0.03731,0.90203,0.82455,-0.80152,-2.2456,-1.6751,-0.54232,1.0795,-0.10583,-1.12,-1.7089,0.5596,0.43171,0.095702,1.2544,-0.087576,-0.53491,-2.2419,-0.043954,-0.72163,0.41323,-0.42986,1.1275,-0.71738,0.73361,-1.1216,-0.31442,-0.88298,0.95193,1.0719,1.1581,-0.099552,1.6067,-0.6349,0.49577
32,CVX,-1.9532,0.80842,-0.32259,1.6607,1.02,0.27653,-0.6212,-1.7335,0.55544,0.13311,-3.2931,-1.0809,-0.27445,-0.55014,-0.39461,2.3286,-0.15504,0.76441,0.48179,0.44525,0.93373,-1.7949,1.531,-0.06247,-0.36337,1.9052,0.2596,-0.33015,0.10282,0.42195,1.0852,-0.93953,-0.65483,-0.080461,0.80878,0.6716
32,CSCO,-1.8037,-0.8875,-0.50113,2.0686,0.31808,-0.11309,0.46392,-0.59535,-0.99597,-0.29743,0.6841,-1.492,-1.3066,-1.1364,0.099164,-1.2703,-0.0073334,0.43896,2.202,0.47209,-1.8098,2.3233,0.65482,0.26136,1.2303,-2.3608,0.034003,-1.0656,-1.0987,-0.78258,-0.047619,0.32947,0.98793,-0.55532,-0.53279,-1.4699
32,DD,0.29707,0.24616,0.54904,1.4078,1.1327,-0.54224,-1.9405,-0.94094,-1.458,0.62355,-0.3415,0.01127,-1.3945,0.5292,-0.69248,1.711,-0.40769,-0.62349,-1.1925,-0.20842,-1.9839,-2.0868,0.7644,-0.85753,0.95698,0.44132,-1.3442,-1.2382,0.13713,-0.59138,2.3833,1.5426,0.86404,0.35839,0.56686,1.0475
32,KO,-0.46322,-0.33747,0.93035,-0.42506,-0.12882,0.47364,-1.1253,-1.4675,-1.0066,-0.94109,0.021292,-0.14811,0.2208,0.85407,0.77496,-0.97726,1.0453,1.2068,0.016687,-0.62575,-0.28978,-1.5844,-0.012936,0.2767,-0.41379,1.5093,-0.98175,1.3508,-0.36032,-1.4155,-0.31709,0.058784,-1.4799,-1.246,-1.7313,-0.8064
32,DIS,0.91215,0.9892,1.9722,0.16068,1.3928,0.4464,0.24945,-0.52056,-0.42416,-0.8918,-0.5935,-0.10114,-1.1565,-0.22697,0.55326,-1.8831,-1.2471,1.7775,0.30372,-0.81069,-0.79823,-1.052,-0.55395,-0.47645,-0.18094,-1.3743,0.065285,-0.39173,0.80833,-2.7906,3.6558,-0.75909,-0.86798,-0.52821,-1.6726,0.077724
32,XOM,-2.5238,-0.19206,0.043358,0.74456,1.136,-0.43347,2.1566,-0.34867,-0.31795,0.40146,1.8987,1.2283,1.3668,-0.72845,-0.44123,0.82685,0.1254,-0.60499,-0.49077,1.2623,0.51736,-1.0008,-0.54096,0.90682,-1.2442,-1.7476,0.19032,0.16998,0.71939,0.53829,0.57951,0.25767,-0.45539,0.0094671,-0.73715,0.73672
32,GE,0.28667,1.872,-0.47502,0.61051,-0.68866,-0.81879,0.87449,-0.64205,-0.89021,0.99123,-0.68909,-0.35635,-1.4972,1.772,-0.9826,1.0909,-0.64756,0.94948,-2.3536,0.32228,-0.24063,-2.6103,0.475,0.45693,0.11729,-0.16753,-0.34444,-0.98272,0.38793,0.12772,-0.88828,-1.5173,-0.54899,0.3372,-0.34155,-1.227
32,GS,1.4477,1.266,0.89334,-0.29869,0.94812,0.76548,0.96531,2.0143,1.5935,0.023985,0.73635,0.15158,-0.50801,1.8069,-1.1472,0.4785,-0.78925,0.7021,-0.89908,0.94792,-0.43012,2.0032,1.2884,0.30864,0.80975,-1.3419,-0.2467,1.7879,-0.78197,0.16269,-0.062849,-0.40907,0.61384,-0.57023,-0.61512,1.1358
32,HD,-0.37648,-0.45975,0.66124,-1.9417,-0.51876,-1.2701,0.41801,-0.3191,1.032,0.55964,-0.45271,0.52784,-1.1733,1.9625,-0.31606,0.48158,0.40783,-1.1682,0.0033063,0.14737,-0.17325,-0.59415,-0.97185,-2.1935,-0.018718,0.48403,0.85553,-0.98033,0.19041,0.68451,0.56446,0.092978,-1.8325,1.5936,0.25741,1.489
32,IBM,1.5578,-0.71831,-0.71467,-0.73633,0.80446,-0.12802,-0.18024,-0.27229,-0.47575,1.1235,-0.7002,-0.1633,-0.55488,0.3942,-0.48867,-1.5734,-0.39776,-0.17752,-0.48062,1.8905,0.092397,0.78415,1.2519,-0.73239,0.17221,-0.22313,1.1007,-0.81342,1.3392,0.13528,-2.938,0.93911,0.8853,0.063124,-0.5136,-2.6511
32,INTC,0.93686,0.65166,-0.64948,0.28295,-0.23773,-0.4022,1.7559,0.7736,2.0865,-0.83524,0.13331,-0.58417,1.8084,0.30772,-0.4304,0.092494,1.0417,-0.53014,-1.3824,-0.97284,-0.90127,-1.0069,1.1503,0.91202,1.642,0.46225,0.31831,0.35096,-0.7971,0.83366,2.1591,-1.6498,-1.2803,-1.2645,0.49963,0.44369
32,JNJ,-0.40248,2.303,-0.5308,-1.7628,0.74474,-1.0052,-1.6722,0.3616,-0.49995,0.53338,0.44988,-1.2625,0.42109,-1.5592,0.067571,2.2778,0.085134,-0.8428,1.154,-0.15715,1.0696,0.021174,-0.69958,0.36702,-0.29754,0.53069,-0.24318,-1.2623,0.30108,-2.3542,0.38546,0.73207,0.95737,-0.27656,-1.0129,-0.055376
32,JPM,0.98083,0.19009,0.33464,-0.29403,0.067672,-0.4495,-0.44761,0.50277,1.149,-0.65692,-0.7448,2.7542,-1.5818,-0.56821,-0.20887,-0.025847,2.0145,-0.074728,-0.086542,0.74577,-0.38451,-1.9893,-0.28546,0.58391,-0.46633,-2.0392,0.5851,-0.11088,-1.9444,0.32927,-0.58775,0.059095,-0.076819,0.91621,2.7334,-0.9159
32,MCD,2.1996,-0.90361,0.023596,-0.69872,0.17761,-0.26291,-1.9943,0.55605,0.51363,-0.73993,1.406,-0.044347,0.25295,-0.33096,-0.29924,-1.1926,0.084056,0.073921,0.64179,-0.89481,0.51113,-1.5452,-1.4004,-1.5784,0.062066,-1.4751,0.12357,-1.1674,-0.72453,0.1788,-0.73945,0.58718,-0.37862,1.1667,1.4317,1.8211
32,MRK,-0.70914,0.40316,0.6533,0.26833,0.80743,-0.41473,-1.2981,-1.1747,-0.73451,0.45878,-0.39998,-1.5028,0.93669,-1.2343,-0.80222,-1.868,2.1242,-0.090084,-0.44222,0.42368,-0.59016,0.8402,0.1734,0.73447,-0.27735,-1.3842,0.21131,-0.35904,-0.55274,-0.17877,-1.5792,-0.41449,-1.4201,0.8147,-1.4883,-0.39074
