Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
4,MMM,0.35679,-1.6907,1.5177,0.49823,0.70536,-1.5543,0.61251,-0.015404,-0.31591,0.31322,-0.5383,-1.1206,0.79933,-0.7627,-0.57779,0.21232,-0.28465,0.59955,0.81975,0.96429,-0.25798,-1.126,0.91642,0.84856,0.57077,-0.50436,-0.47679,-0.53377,-0.4498,1.0152,-0.07699,0.7593,0.24716,-0.40797,0.72886,1.7481
4,AXP,0.47706,0.25818,-0.3175,-0.83925,0.39186,1.1624,0.84199,2.8076,-0.67685,0.7564,0.0042855,1.1025,-1.6666,0.40874,-0.67932,0.35806,1.3229,0.65533,1.471,-0.067668,1.1704,1.4324,0.49785,-0.18226,0.22246,-1.0911,0.31716,1.3783,0.041989,-0.64383,1.247,1.2061,-2.5132,-0.67335,0.58962,-0.12182
4,AAPL,0.42218,-1.601,-1.2778,0.87904,-0.59162,0.57947,1.1686,1.4417,0.49726,-0.8298,2.6603,0.97929,-0.086165,-0.38329,1.0611,1.0895,-0.34079,0.18326,0.37932,-0.064363,0.40748,0.02405,-1.597,0.97522,0.51118,-0.24065,-0.61599,1.148,-0.20219,0.12537,0.92428,0.7953,0.049059,-1.1268,2.731,1.5936
4,BA,-0.61147,1.6253,-0.36529,0.64839,1.583,-0.3029,-0.41114,0.62992,0.33333,-0.70739,0.74253,0.27412,-0.09953,-0.79012,-0.89558,-0.7088,0.7238,-2.4597,0.17828,0.60198,-0.28903,1.4491,2.3159,0.22937,-1.1197,-0.35028,0.21154,1.0312,0.4787,0.071059,-0.66634,-0.48192,0.034137,0.89863,0.68393,1.1025
4,CAT,-0.21675,-0.45935,-0.61708,1.1649,0.20706,0.90188,2.1654,-0.91962,0.88104,-1.049,0.4783,0.88381,-0.60286,0.47126,0.41381,-1.1412,-0.54853,-0.32514,1.0541,-0.80243,-1.2963,-2.2543,1.193,0.91538,2.3406,-1.1809,1.0278,1.3276,1.2275,-0.19705,-0.39397,1.2555,-0.0050364,0.23568,0.88594,0.095172
4,CVX,-1.2609,0.10112,0.11727,1.2354,-2.2796,0.63878,1.9168,1.257,-1.4477,0.1859,0.47775,0.087502,-0.031898,0.34686,-0.32312,0.69156,-1.9644,-1.8516,-0.47968,-0.58637,-0.3107,-1.539,0.32819,-2.0677,0.08413,0.41438,-0.063092,0.72152,-0.037343,0.76268,-0.58756,1.256,1.3931,0.37235,-0.36186,0.15974
4,CSCO,1.9305,-0.080795,-1.2305,2.4458,-0.39038,1.1939,-0.22254,-0.061424,0.84303,-1.4433,0.46301,-0.88171,-1.9174,1.5764,-0.74428,-1.5092,-1.9622,-0.4257,0.11185,-0.061075,0.092956,-1.6161,-0.98112,0.020523,-0.8475,0.52769,-0.88974,-0.69264,-0.36999,1.8756,-0.03574,0.24434,0.72014,-0.93413,0.018194,1.385
4,DD,0.49667,0.60449,-0.034407,-0.83918,0.77195,0.61193,-1.7937,-1.2047,1.3811,0.05036,2.2108,0.58023,-0.30054,-2.0454,0.54428,-1.6584,-0.70853,-0.1841,-2.4887,0.29498,2.2044,-1.7658,-0.74192,-0.7945,1.2454,-0.68903,2.0375,-1.569,0.36883,0.26833,-0.21972,-0.22864,0.59071,1.702,-2.9195,1.0116
4,KO,1.4264,0.89441,0.69506,-2.325,0.22608,-1.0362,-0.76185,-0.67309,-1.3782,-1.0244,-0.54169,-1.5042,0.75129,0.73381,-0.58825,-0.10673,-1.2805,0.59394,-0.15698,0.83177,1.7099,-0.38781,-1.7467,-0.91631,0.2646,0.71199,0.20331,-1.4842,0.16067,-1.111,0.83457,-1.414,0.94792,0.34768,-0.65327,0.35698
4,DIS,-0.088713,1.235,0.50171,0.79757,-0.86218,0.56822,0.0090089,-1.2387,-0.16101,-0.66075,-0.93877,-0.161,1.293,0.19143,0.659,-0.0078364,0.83766,-2.0859,-1.1566,1.0781,-0.25583,-0.27572,-1.6318,-0.88195,0.10833,-0.34288,0.29418,-2.93,0.11085,0.60196,0.69286,0.58003,0.32204,0.27981,1.2732,0.87427
