Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
97,MMM,0.5153,0.72859,0.44649,2.1606,-0.51456,-0.2538,0.98421,1.1228,-1.293,-0.61517,-0.75121,1.1791,-2.3508,-0.41911,-0.033525,0.13368,0.32229,0.097586,-0.22809,1.2518,0.9833,-0.6151,0.29754,-1.2104,-1.696,-1.5537,-1.1024,-1.1212,2.3409,0.15568,-1.0376,-0.094782,-0.64356,0.45129,-0.47592,0.76392
97,AXP,-1.4844,-0.21617,-2.2678,1.4828,-0.29369,0.014984,0.11685,-0.43627,0.49007,0.11024,-1.2493,-0.78065,-0.51808,2.4284,0.12912,0.49173,0.0073846,-1.1758,-1.6748,1.2251,-0.45656,0.81712,-0.50564,0.34114,0.59437,-1.0464,-1.0828,0.6973,-0.39389,2.0153,0.033963,0.22599,1.1853,0.13548,-0.70398,-1.1886
97,AAPL,-0.96719,-0.79295,-1.0797,1.8298,-0.20696,0.62656,-0.9362,0.97128,-0.21009,0.99322,-2.3648,-0.61104,-0.74275,-0.48278,0.47491,-0.73745,-1.1637,0.10518,-0.086436,1.303,0.23032,0.39789,0.32264,-0.060659,-0.4362,-0.93264,-0.85766,1.2122,-0.5177,0.96463,-0.94426,-0.65209,0.95542,-1.6897,0.60478,2.1702
97,BA,0.34787,-0.11628,0.35773,-0.97603,-0.72997,1.377,0.1463,0.99477,1.2087,0.40302,0.22733,1.2601,-0.72713,0.50435,-1.2266,-1.5577,0.73646,-1.1195,-0.40075,-0.76725,0.17369,-0.38934,-0.67406,2.0653,0.6212,-0.12942,0.89614,-0.079046,-0.086538,-0.13738,-0.65831,-0.40307,-0.09232,0.8587,0.42078,-0.63967
97,CAT,1.8543,0.29438,-0.58707,0.62493,-0.58636,-0.16064,1.7003,0.70004,0.076116,0.68458,-0.072071,0.76817,-2.2046,1.0013,-0.57004,1.3567,1.3331,0.24247,-0.95886,1.3352,0.87875,0.35583,-0.39888,0.11983,-1.2052,0.47414,0.73785,-0.61323,-0.86533,-2.1814,0.65298,1.2675,0.58569,0.64026,0.47916,0.57265
97,CVX,-1.4228,0.95286,0.021698,-0.13799,0.77414,-1.4364,1.6631,0.047211,-0.17486,1.0462,0.25813,-0.33953,0.68151,-0.65707,-0.61872,-0.2422,0.20432,-1.3431,-0.79626,-2.2848,0.85399,0.55387,-1.1728,-2.5926,0.34857,0.67297,0.16799,1.1703,-1.6278,-1.0836,0.78911,0.10477,0.59968,-0.74127,1.8011,-0.37641
97,CSCO,0.91346,-3.1305,0.39252,0.72901,-0.10589,0.36185,-0.22478,-1.7605,1.0679,-0.54885,0.46402,-0.4908,-0.42479,0.28566,-0.16234,-1.0522,-0.17781,0.57986,-2.9654,1.7999,-1.4966,1.6582,-0.31708,-1.3479,0.15082,0.65083,0.39541,0.50093,0.50845,-0.89529,0.485,0.29128,0.32486,0.23505,-1.2306,0.28445
97,DD,0.058502,-1.228,-0.39977,0.11452,0.050594,-0.2854,1.2489,0.18778,-1.2494,1.758,-0.67706,1.2749,-0.91453,1.0182,1.2066,0.728,1.2912,-0.53943,0.1883,0.48293,2.4099,-0.10726,-0.24859,0.70004,1.457,1.0657,1.5693,0.88922,-0.051401,-1.1503,-1.7296,-0.52203,0.13949,-1.6982,1.2786,-1.7859
97,KO,-1.7689,-0.096471,1.0576,0.45966,0.88157,0.44382,-0.57931,-0.15831,0.80583,-1.3071,-0.17192,-0.79878,-0.46154,-1.0617,0.26881,-0.089383,-1.4031,0.8659,-1.999,0.4657,0.34693,0.65539,-0.50356,-0.42479,-0.17001,-0.41614,-0.19742,-1.0487,0.76193,-0.76149,-0.81705,-0.60731,1.0143,1.6559,0.37667,0.5407
97,DIS,0.44588,-0.75612,-0.80589,1.0231,0.65241,0.79847,-1.3451,2.6952,-0.6354,-1.028,-0.50685,-0.36561,-0.78408,-0.066026,1.3004,-0.58427,-0.62928,-0.56403,0.6412,-0.12623,0.20076,-0.21903,-0.58887,-0.96714,0.54355,-0.29456,0.021579,0.26381,-1.4439,0.66357,0.95349,1.2304,1.6639,0.61271,0.39351,-0.33438
97,XOM,1.7714,0.84159,-0.78668,-0.60287,-1.7455,0.24382,-0.31882,-1.4974,-0.31237,-0.27979,-0.67347,1.2579,1.8719,1.203,-0.43581,0.8975,-1.829,1.933,1.8786,-0.28329,-1.4375,1.3329,-0.09445,1.304,0.033874,1.1095,-0.17472,0.58264,1.2736,0.28231,0.46231,0.8069,0.20316,1.2749,-0.84205,0.4899
