Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
57,MMM,1.2275,-0.86452,1.1838,0.97036,-0.30265,0.22414,1.0028,-0.62123,-0.14311,0.33735,-0.86163,-0.74967,0.0075986,-0.042336,1.2883,0.17138,0.95113,0.64726,-0.72385,0.50025,0.12474,-1.1738,-0.74203,1.0766,-0.12815,1.0729,0.33896,-0.12109,-0.24649,1.0858,-0.0023395,-0.24699,0.6415,-0.61531,-0.45203,-1.7414
57,AXP,1.3691,-0.084621,0.31535,0.25406,1.3267,-0.25374,1.8816,-0.59306,0.13047,0.44351,0.5355,1.2586,-0.8224,-1.4178,-1.4215,-0.97432,1.338,0.76838,-1.4114,0.64025,0.059182,0.057099,-0.67866,0.28785,0.60766,-0.54626,-0.17294,1.3967,-0.85842,-0.75131,1.3913,-0.51806,0.64171,1.3117,-0.74271,-0.3608
57,AAPL,-0.084985,-0.7648,-1.6948,1.1111,2.2625,-2.1029,-0.04899,-1.1968,-0.66663,0.82417,1.0094,0.55677,0.4032,-0.51069,1.7286,0.028873,0.19291,1.8197,-0.38585,1.3375,-1.4599,-1.7548,1.2439,-2.2613,1.3017,0.83792,-0.77315,1.5913,1.7081,0.49298,-1.8355,0.1726,1.5812,0.69587,-0.46439,-0.23609
57,BA,-0.32566,0.52024,-0.97561,-0.7387,-0.61342,-0.25919,-0.61357,-1.3934,0.48955,0.47007,-0.46111,-1.5399,0.34759,-0.46863,-0.25243,-0.19005,0.029305,-1.6676,-0.6295,-0.041057,-0.88869,-0.62625,0.14195,-0.19454,-0.15575,-0.46062,-0.57658,-0.38205,-1.6074,-0.55204,0.6599,-1.8615,-0.91169,0.052191,0.16622,0.36778
57,CAT,0.14549,-0.064565,-0.38243,0.12723,0.9645,-1.3553,-1.2578,1.4581,-1.1242,-0.055419,-0.82399,3.0871,0.33243,0.29358,-1.1443,-0.23964,1.1053,-2.022,-0.22976,2.2626,0.036472,-1.2821,-0.88644,0.18944,0.14057,0.19827,-0.17966,0.46939,0.26066,0.303,1.8256,0.32113,-0.84791,0.30627,0.21958,0.42098
57,CVX,0.68606,-0.42957,-0.93485,-0.53798,1.7985,0.27302,0.70815,-1.2511,0.36324,-0.25419,0.18094,-0.60243,-0.62259,0.23371,0.68551,-2.4905,-1.8455,2.3692,-1.008,0.8125,0.22068,1.1893,-0.78547,0.87017,0.24644,-1.0881,0.76479,-1.8947,0.44594,0.42931,-1.47,0.98699,1.5024,-1.4164,2.2928,-1.8551
57,CSCO,0.83818,0.7151,0.29943,1.0538,2.2959,-1.1602,0.071992,-0.25296,-2.4056,-0.21578,0.2033,-0.060683,-1.5075,0.040159,-0.10045,-0.42361,-0.66201,-1.108,-0.087834,1.0874,-0.93438,0.50329,1.3328,-0.41636,0.95122,-0.54522,1.3561,-0.36,-0.4481,0.21406,-0.44531,0.50308,-0.90125,0.24315,-1.4716,0.4165
57,DD,1.4822,-0.70313,-2.6627,-0.55076,-0.68627,-0.13551,-0.12879,-1.1473,0.017505,0.32602,-0.45035,1.1076,0.18274,0.2476,0.52595,0.42952,1.0327,0.4703,0.29037,-0.077527,1.094,1.7531,-0.5019,-1.5009,0.1802,0.34585,-0.61228,-1.0538,-0.97107,-0.20264,-0.71377,-0.97617,-0.54881,1.1162,-0.83366,1.1843
57,KO,-1.278,-0.35858,-0.50287,1.0567,0.46733,-0.65482,0.46309,-1.0895,-0.92981,-0.24881,0.85056,0.6095,-0.69229,-0.5176,-0.54356,2.6328,0.068341,1.8005,0.91438,1.7775,0.32787,0.12818,-1.4212,0.60456,-0.74733,0.11995,0.28368,-1.384,-0.15917,-0.61749,-1.5088,1.9333,1.2092,0.33756,-0.83443,0.96804
57,DIS,-1.2643,-0.20469,-0.88424,0.43078,0.34864,0.11177,0.70429,-0.94448,0.10105,-0.17886,1.5991,0.84289,-0.82814,0.73368,-0.10394,1.916,-1.281,1.6161,-0.54417,1.6066,1.1538,-0.83562,-1.5142,-1.8261,0.7938,-0.61707,1.4675,-1.5475,-1.3902,1.5444,-0.67827,-0.014664,0.93855,-1.5614,0.69086,0.75581
57,XOM,0.68237,-0.87114,0.14884,-0.091004,0.8392,-1.4967,-1.4793,-0.75544,0.058171,-0.024898,0.35719,0.048287,1.7223,-0.89753,2.2772,-0.12415,-1.7376,0.92903,0.87582,1.5615,0.80822,-1.793,0.95248,0.67929,0.94034,-0.013099,-1.8263,1.2616,0.52438,0.52903,1.5329,1.2105,0.79577,-0.50836,-1.5388,0.21976
57,GE,1.0334,2.2232,0.8854,1.7598,-1.1116,-0.2454,-0.43762,-0.6135,1.1501,0.78135,-0.5552,-0.14946,-0.44037,-0.33709,0.3369,0.0042544,-0.33621,-0.43263,-0.029722,0.50813,-1.527,0.375,1.009,0.42444,-0.44382,0.033643,0.73204,-2.0486,0.38792,-0.34084,-0.39202,0.74611,0.62994,1.1037,1.0122,-0.15745
57,GS,0.29311,1.4016,-1.2277,0.44166,2.3752,0.62364,0.23334,0.64986,-2.2366,0.30879,-1.3399,-0.19277,-0.42459,-0.92673,0.45528,0.83229,-0.46199,0.030005,1.9617,2.1968,0.30243,-0.38728,1.9985,0.59264,-1.608,0.027582,-1.1773,0.85428,-0.96019,-0.18044,0.14458,-0.56783,0.46966,-0.91027,-1.6082,2.3106
57,HD,-1.65,0.77091,-0.091809,0.050336,-1.4595,0.054704,-0.14955,0.51049,1.2516,-0.057656,1.1283,-0.40685,-0.65608,0.15571,-0.42059,-0.74459,1.399,-0.84758,-0.048193,-1.203,2.0381,1.5862,0.53412,0.8776,-1.8246,0.99424,-0.36239,-1.5158,-0.66901,0.78639,0.75183,0.57387,-1.1119,-0.69775,1.0233,-1.167
57,IBM,1.5994,-1.1581,-1.2812,-1.3911,-0.45696,0.16949,0.88252,-0.73314,1.1429,1.2672,0.20928,-0.22938,-0.17506,0.97126,1.4549,0.30702,2.2767,-0.4948,2.544,0.01894,-0.15685,-0.065454,0.68497,-1.5146,1.817,1.8309,-0.16564,1.2028,-0.28677,0.27525,-0.41113,-0.4809,0.37414,-0.18289,1.0701,-0.38351
57,INTC,0.52588,0.65141,-0.57722,0.74659,-0.69583,-2.046,0.67109,-1.8581,0.58564,-0.060148,0.11836,0.13292,-1.1827,-1.0991,-1.3592,1.4147,-0.77625,-1.7135,-0.1299,0.29142,0.34998,0.057352,0.21534,0.51668,0.093894,-0.63341,2.5148,1.2707,0.85861,-0.61697,-0.74119,-0.03534,-0.73603,0.16352,0.79632,0.062548
57,JNJ,1.5467,0.82481,-2.2468,0.057726,-0.54777,-0.2031,-0.3892,0.15494,0.57597,-0.20043,0.45771,-0.76898,0.4924,-0.80424,-0.47293,-0.95932,-0.63856,-0.71955,-1.2311,0.89626,1.0156,0.795,0.89589,1.0907,-0.039432,1.5207,-0.47209,0.21231,-0.71379,0.59901,-0.80652,-1.1117,-0.23926,-0.33189,-0.14476,-0.5239
57,JPM,0.028166,0.43321,0.60272,-1.2126,0.92665,0.39438,0.35651,-1.6464,0.54786,1.9249,-0.4012,1.1428,0.77921,1.6886,0.43036,-0.46444,1.4124,1.3117,-1.1994,0.24689,0.86016,-0.69115,0.62515,1.7231,-2.2349,1.4062,-0.26122,0.53438,-1.1045,-1.2295,0.2397,-1.2446,-1.6086,0.20005,0.34864,-0.97603
57,MCD,0.71704,-0.72744,1.3503,0.12406,-0.17126,-1.5635,0.027128,-0.42098,-0.67662,0.40863,-0.39294,-0.41732,0.845,-0.86236,-1.5199,-0.37102,-0.58047,-0.81188,-0.43388,0.55292,1.3553,-0.21418,0.70524,-0.76724,0.49949,-2.6207,-2.2581,0.45687,-1.3723,-0.28647,-1.556,-1.5672,1.6689,-1.2765,0.56697,-0.39108
57,MRK,-0.90546,-0.056788,-0.70738,0.32674,-1.0662,-0.10878,0.99193,-0.63962,-0.14396,1.2058,0.4874,0.71608,1.5061,0.12464,-0.26788,0.051325,0.92601,-0.74794,-0.6651,-1.1295,-1.0577,0.26401,0.14163,-1.5786,0.53858,-0.40954,-0.61828,1.2956,-0.82479,1.1767,1.3053,-0.97251,0.47669,0.26938,0.31361,-1.0177
57,MSFT,-1.1012,-0.99825,-0.51728,-1.8775,-0.73701,-0.96511,-0.65794,0.81485,-0.7642,-2.5116,0.0011924,-2.2164,0.25215,1.3653,0.070458,0.55286,0.91753,-0.15291,-0.48689,-0.219,0.37064,0.61288,0.70626,-2.0295,2.6175,-2.1274,0.59259,-1.5494,1.5206,2.0351,-0.6456,1.022,-1.7484,0.45483,-0.85866,0.97991
57,NKE,1.378,0.83192,1.0532,0.12108,0.1797,0.32421,-0.45522,-0.55773,-0.86723,-0.49888,0.19823,2.0964,-1.3643,-0.11639,0.93005,-1.3713,-1.3612,-0.034411,-0.93197,-0.45975,0.3044,1.0571,0.88111,0.83807,0.70463,0.77834,-1.7382,-0.31248,-0.9674,0.20007,1.1451,0.24925,-1.2193,-1.1143,0.85906,-0.64073
57,PFE,0.57498,-0.4457,-1.3112,1.1345,-0.1682,-1.3575,1.9511,0.8237,-0.19641,0.37115,-0.81423,0.10268,-1.1762,-1.2042,1.8922,0.077746,-0.22225,0.060201,0.5137,-0.47432,0.36653,-1.7702,0.89733,-1.6424,1.7331,0.29685,-0.049142,1.9678,-1.0385,1.6401,-0.87913,-1.4191,0.56711,0.001104,-0.77858,0.55691
57,PG,-0.094228,1.71,-0.11453,1.3463,-0.60246,-0.95481,-0.71979,-0.70176,-1.3372,-0.73544,1.3685,-1.0475,0.3156,-0.74503,0.90564,0.29058,0.2977,0.19716,-0.078074,0.4004,0.50208,0.79303,1.5918,-0.30872,0.12489,-0.00035756,0.31896,-0.39486,-0.89457,-1.7164,1.0666,-0.5956,-1.0846,1.3309,2.2848,0.93684
57,TRV,1.5201,1.3333,-0.93762,-0.22778,0.19455,-1.9662,0.76579,-2.3397,0.1242,-0.10835,1.1333,-0.091407,1.8237,0.037261,-0.57894,-0.33448,-1.2743,-0.53751,1.3586,0.31805,-1.4583,-1.7379,-0.50947,-0.5294,-0.22198,-0.63422,-0.28803,0.46995,-0.15842,-3.0532,0.4961,0.42593,0.43943,1.1678,-0.15445,-2.4664
57,UTX,-0.89603,-0.19912,0.03364,1.699,-1.1797,1.9948,-0.77313,-1.058,0.45243,1.5298,1.6794,0.28923,-1.1908,0.47673,1.2569,-1.0466,0.12916,-1.8531,1.0887,-0.30468,1.2197,-0.94004,-1.2986,-0.5115,-0.94835,-0.12682,-0.028801,-0.42709,-0.71616,-0.34151,1.8572,0.4291,1.1749,0.39179,-1.9472,-0.17555
57,UNH,0.058824,0.47154,-2.2511,-0.72441,0.58307,-0.24551,-0.44186,-0.75045,-1.1382,0.29411,-0.31021,0.21177,-0.9197,-1.0501,0.32317,1.0086,-0.063817,-1.2109,-0.30541,0.65224,-1.3402,0.1505,1.1187,1.9271,0.42272,0.12312,-1.0418,0.50671,-1.3092,2.9272,-0.85464,1.7832,1.9799,0.38789,0.00030013,0.94154
57,VZ,-0.27307,1.1195,0.97408,1.1596,0.45157,1.9863,-0.21389,-0.2721,0.5483,-2.307,-0.048135,1.3429,-0.80132,1.1248,0.37811,0.70663,-0.12684,-0.56031,0.53531,-0.44416,-1.1327,1.0381,0.30205,-0.025063,-1.2826,0.74601,-0.41164,1.5968,1.0602,-0.49799,1.2235,-0.057502,-0.078776,-0.82428,1.5646,-0.73772
57,V,-0.99697,-0.58051,-0.25209,0.12511,-0.63352,0.35617,0.68927,1.0892,-0.10454,1.5229,0.75035,0.06724,-1.0104,-0.81792,-1.1832,-1.0301,-1.3717,0.26034,1.3433,-0.2778,-1.7596,-0.77873,-1.057,-0.40742,0.035451,0.37805,0.68069,0.55161,-1.2704,0.27193,3.2011,-0.68377,-0.46141,-1.4171,-0.55405,-0.54406
57,WMT,-2.1519,-0.96437,0.11317,0.26462,0.14403,-1.9171,-0.83816,-0.13353,-0.31212,1.8147,-1.1181,1.0761,1.0881,0.58707,-0.83029,-2.2302,-0.64838,0.45469,-0.29854,-0.70242,-0.2911,0.18935,1.261,-0.684,1.1636,-0.75683,0.35075,-0.35189,1.0918,-0.32423,-1.8574,1.2796,0.39305,-0.65049,0.018711,1.0045
