Month,Stock,Return,EP,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROA_q,GPM_q,PM_q,AT_q,OCFR+q,FL,DER,CR,CurR,ln_Capital,R_Nm,w_R_Nm,std_Nm,ln_Price,beta,turn_Nm,rating,MACD,DEA,DIR,RSI,PSY,BIAS
117,MMM,0.69501,1.0884,-0.27532,-0.90209,-0.18913,-1.8592,-0.30961,1.5546,2.0602,-0.18783,1.2804,0.11473,-0.84013,-0.41942,-0.21899,-0.60216,0.7789,-0.25711,-1.7118,0.24125,-0.1878,1.5741,-0.50052,0.43218,-1.2379,-1.1883,0.77598,-0.23169,0.14302,-1.0683,0.50584,0.99571,-0.8969,2.2655,-0.70607,-0.64412
117,AXP,-0.67403,-0.29708,0.42129,2.216,0.0047516,0.33296,0.10871,-0.64448,1.6015,-0.66335,-2.2161,-1.6299,-0.31783,-0.55931,1.0806,-0.92908,-0.88722,0.42428,-0.19878,1.329,1.8013,-0.56092,-0.23788,-1.7916,-0.86539,-0.85571,-0.43779,0.80978,-0.04742,-0.27674,0.22502,2.048,1.1042,0.42711,-0.37534,-1.316
117,AAPL,-1.912,0.9238,0.32995,-1.7039,1.4807,-1.1941,0.27667,-0.74341,-0.71556,-0.45134,-0.065239,-1.1866,-0.83016,-0.48382,-1.336,0.53103,0.90691,0.66196,0.43896,-0.060797,0.56206,0.51813,-0.34317,-0.79111,0.18647,3.3991,-2.0139,-0.59,1.0323,0.095452,0.57486,-2.387,0.43207,-0.75176,-0.775,-0.24723
117,BA,-0.068102,0.025262,-0.28497,-0.13799,-0.37672,2.136,-0.74468,-0.24526,-0.067128,0.82949,1.3945,1.0503,-0.0025951,-0.69098,-0.538,-0.40118,1.9929,0.40547,-0.084962,-0.68941,1.6793,2.1199,-0.38631,0.28927,1.1735,-1.4587,0.76268,-0.48776,-0.20599,0.55164,-1.1344,1.6165,-0.6555,-2.0801,0.69071,-0.18512
117,CAT,0.62973,0.61981,-0.87682,2.2405,1.5338,-1.4603,0.15655,0.64424,-0.41294,0.45469,1.7991,0.46346,2.1254,2.0119,1.0538,0.26072,1.778,1.0805,-0.19956,-0.64367,-0.53622,0.24889,0.6364,-0.45101,-0.74629,0.36957,-1.8313,0.79446,0.0803,0.85619,0.30722,-0.98934,-0.71105,0.64761,-0.095303,0.19982
117,CVX,-0.24271,-1.0238,0.96635,2.0454,0.80841,-0.01855,-0.17518,0.12075,-0.28346,-0.4356,0.3085,-0.51094,-0.32951,0.57151,1.2264,-2.0948,-1.397,0.48843,0.017798,0.1681,0.8987,0.35813,1.5016,0.004679,-1.265,0.79145,0.00010872,-1.1338,0.77288,1.5117,-0.13724,-0.31605,0.16436,0.21671,0.56053,2.4502
117,CSCO,0.18918,-0.036637,0.1584,-0.15765,-0.5592,0.76015,2.3128,1.2419,0.43484,-0.18591,0.17911,0.256,-0.19261,0.068816,-1.3496,-0.5612,-0.7879,-0.37186,1.1157,-0.88838,0.71803,-1.326,1.0519,-0.50078,-0.67329,0.88929,-1.06,0.39784,0.51101,-0.77064,0.47953,-1.9036,1.5518,0.23097,0.59197,-0.50106
117,DD,-1.5277,-0.50962,-0.74314,1.0434,1.5779,-0.55111,1.7154,1.4381,1.0373,0.27425,-0.3715,-0.81441,1.0884,1.598,0.46235,-0.64215,1.6807,-0.52875,-1.879,0.27181,-0.32763,1.1733,0.54696,-1.3248,-1.2867,-0.045001,-0.20484,-0.40881,-1.1912,0.67173,-0.07369,-1.6374,1.0912,1.134,0.31451,-0.70037
117,KO,-1.2122,1.7047,0.59619,-0.349,0.2309,0.93917,-0.49047,-0.49904,0.25687,0.65178,0.50869,-1.5648,0.94229,-1.4971,1.1049,-0.51716,1.9885,-0.84922,0.74671,0.22123,0.50892,-1.9793,-0.78349,0.13913,0.75757,-0.60369,0.79648,-0.19606,1.54,1.3251,0.84722,0.44366,-1.1878,0.45714,-0.21289,-0.23088
117,DIS,1.5464,-1.3273,0.20787,-0.10898,-0.96793,2.0622,-0.69922,-0.11608,0.11291,0.18489,-0.0079265,-0.3603,0.86569,-0.65817,-0.66998,-0.075429,0.37714,-0.39427,0.35386,-0.16932,0.81257,0.25955,1.1137,-2.3674,0.43009,0.32849,1.3804,-0.31284,1.1258,-0.34005,0.13799,0.11491,2.5724,1.2549,0.91061,0.58407
117,XOM,-0.4691,-0.99825,2.0315,-0.46967,0.5642,2.0779,-2.1057,-0.83229,-1.2166,1.1993,1.871,-1.133,-0.32108,0.081001,-0.24353,0.38749,0.03411,0.67084,1.2058,-0.65839,0.72657,1.0202,0.90864,0.0088703,0.91251,1.574,1.109,1.1759,1.5007,-0.17183,-0.28226,1.7335,1.1239,0.4339,-0.90664,-0.5506
117,GE,-1.2504,-0.24535,1.4999,0.50749,-0.55296,1.4796,0.61774,-0.055284,-0.89506,-0.13155,-0.36766,-0.77244,-1.0323,-1.2209,-0.64867,0.2528,0.54079,-0.31937,-1.1569,-0.51157,-1.5435,-0.038591,0.079226,0.5698,-1.197,1.6483,0.43052,0.32798,0.49628,-0.36996,-0.71766,-0.65067,0.62664,0.58819,-0.65232,0.47905
117,GS,0.2594,0.19331,-0.70669,-0.29825,0.025353,-0.44264,1.4718,-0.082544,-0.1574,-0.0031872,0.51405,0.66916,-1.2419,0.40793,1.4218,-2.2137,-0.6808,-0.89774,0.32588,0.069744,1.2089,-0.075252,-0.40701,0.28397,1.4779,1.6244,1.2853,-1.8235,-0.89046,1.0999,1.1681,-0.64842,-0.26749,-0.53366,0.82625,-0.83808
117,HD,0.97431,-1.0708,1.0683,-0.17479,0.26925,0.0054611,-0.79969,-0.64159,0.29877,0.91341,-0.27059,-0.80955,-0.4213,0.16603,1.2725,0.2761,0.45191,0.082835,2.762,-0.045647,0.68473,-0.50608,-0.76106,1.1128,0.07547,-0.31095,-1.1206,-0.768,-0.77946,0.023972,0.47729,-1.0447,0.2997,0.53679,-0.24734,-1.8476
117,IBM,-1.1928,0.48563,0.49364,1.5352,-1.1648,0.5002,-0.58868,-1.4047,-0.087764,-1.2671,-0.34797,0.93738,1.4951,0.60005,1.152,-1.4025,-0.22639,1.0733,0.60374,-1.0672,-0.21009,-0.41449,-0.44093,0.20849,0.50112,-0.44468,1.8113,-1.4359,0.97094,-1.2253,-0.83382,2.1057,-1.8895,-1.0933,0.55691,0.63297
117,INTC,0.70301,-0.063727,-1.3426,2.0817,-0.72639,0.14941,0.58869,0.11239,0.80749,0.015296,-1.6082,-0.43097,-0.52527,0.83186,0.24359,1.8158,0.68121,-1.612,-0.52026,0.87631,-0.30039,1.5704,-0.72507,1.6701,-0.30539,0.044481,-0.30938,0.59711,1.3606,-1.2752,1.0622,-0.85972,0.93311,-0.29841,1.5591,-0.085192
117,JNJ,0.87303,-0.088656,0.045554,-0.34414,0.61643,1.3866,-0.32695,-0.31198,0.2376,0.0099697,1.1261,1.2125,0.62041,0.015815,-0.46226,-1.1026,0.61286,-1.1787,0.83161,-0.034127,-0.40819,0.6615,-0.11883,-0.54199,-0.070139,-0.94704,-1.864,-0.38811,-0.23218,0.57837,0.78718,1.5551,0.80982,-0.044875,0.54784,-1.5748
117,JPM,0.18944,-1.6273,-0.513,0.96534,1.5741,-2.1955,1.6505,-0.18191,0.1051,-0.53651,0.016052,-1.0728,-0.21619,-0.31169,-0.47127,2.5398,0.67953,-0.083796,-0.61919,1.9969,0.21859,-0.69325,0.38094,0.90705,-1.5977,0.94285,-0.59285,1.9152,0.10363,-0.25858,0.84115,-1.4515,-1.6239,-0.62364,0.46602,-1.4137
117,MCD,1.6694,-1.5345,-0.63949,-0.0032691,1.3722,0.49294,0.51418,0.67565,0.54372,-0.95247,-0.043841,-0.90351,0.074259,-0.16174,-0.18138,0.61243,-0.45525,-1.8351,-1.8904,2.6836,-0.47668,0.22604,-2.2279,-0.6032,1.3351,-2.0044,1.5638,1.3863,-0.094675,-0.24058,0.67532,0.3465,-0.30089,-0.5293,-1.1955,-1.0701
117,MRK,1.385,-1.2483,0.75445,1.4689,-0.42139,0.56076,1.6469,0.37484,0.84024,2.4661,-0.35005,-0.50035,1.1469,0.032768,0.54337,1.4873,-1.3925,-0.90944,-1.2425,0.75606,-0.1351,-0.91423,1.4369,0.020206,-0.024729,1.2172,0.43163,0.56647,1.3606,1.0869,0.063627,-0.005705,0.18721,0.68515,-1.2833,0.11304
117,MSFT,-0.59852,-0.38329,-1.0427,-1.7743,1.743,0.82899,-2.0422,-1.1138,0.35914,-1.0522,-1.1252,0.058893,-0.72372,-0.55565,-1.3256,1.4901,1.346,1.1363,-0.90249,-1.4931,-0.12935,1.6322,0.068112,0.88502,0.090894,-0.066647,0.71718,-0.060456,0.90238,-0.87544,0.069827,-0.7748,-0.77411,0.54306,-0.30011,-0.89431
117,NKE,1.0699,-0.86338,-0.93245,0.092956,-1.1509,0.39388,0.57756,1.8084,-0.0049409,0.19972,-0.27974,-0.38084,0.47695,0.74396,1.0508,-0.76483,-1.5635,0.067082,-0.1958,-0.1643,-0.41071,-0.061071,-1.3754,0.48882,-0.99009,0.06115,-1.1525,1.0273,1.0677,-0.34051,-0.37534,-1.4269,-0.74138,2.2608,1.0051,-1.3056
117,PFE,2.179,0.16172,-0.37575,0.96198,0.27587,-1.0725,1.1299,-1.8132,1.3381,-0.23522,0.53631,-0.22392,1.3391,2.1435,-0.44379,0.58151,-0.12389,0.030524,-0.72458,-1.5363,0.30621,0.60698,-0.39054,1.0896,-0.56371,-0.12143,-1.1251,1.6046,-1.4437,1.5326,0.10536,1.015,0.85392,-0.38996,-0.47803,0.37337
117,PG,-0.33091,0.54613,-0.1589,-0.3371,0.2531,-1.447,-0.48424,-0.68355,-1.373,2.2029,0.93858,-0.80408,1.2684,-0.12135,0.24099,-1.3937,1.3623,1.2839,-0.36973,0.066613,2.1357,0.24701,1.1277,0.3014,0.46124,-0.23418,-0.72912,0.99761,-0.77791,0.61881,1.2229,1.652,-3.2472,-0.063242,0.053615,-1.0343
117,TRV,0.34972,-0.43386,-1.0982,0.11296,-1.1942,1.9521,-0.22575,0.72772,0.8611,0.86944,0.3967,0.052192,-0.28794,-0.33909,0.40074,-0.013025,-1.7437,-1.0497,-1.7086,1.4453,1.3654,-0.85412,0.52246,0.58708,1.9559,-0.085005,-0.53057,1.3296,1.1985,0.3832,0.71554,-0.81631,1.6457,0.66272,1.6077,-0.79805
117,UTX,-0.6576,-1.4335,0.78494,0.31844,-0.92816,-0.62292,0.42542,-0.81265,0.48701,-0.1856,-0.82957,-1.0481,-0.060944,0.053917,0.59775,0.72018,-1.1042,-0.12572,-1.3613,-1.8437,0.22134,-0.013873,0.71609,1.125,-1.398,-0.50944,-0.28304,0.2318,-0.49961,-1.6726,0.63888,-0.63771,0.66951,0.97272,1.042,-0.72384
